N;CODIGO UNIFICADO;REGION;NOMBRE DEL PROYECTO;UNIDAD EJECUTORA;COSTO DEL PROYECTO;BENEFICIARIOS;NÚMERO DE PUESTOS DE TRABAJO GENERADOS;;;
435;2451075;LIMA;CREACION DE LOSA DEPORTIVA DE USO MULTIPLE ENTRE EL JIRON REPUBLICA CON EL JIRON UNIÓN EN TABLADA DE LURIN, ZONA 5 TABLADA DE LURIN,  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;459,315;660;14;;;
436;2243537;LIMA;CONSTRUCCION DE PISTAS  EN LAS UCV 132, 132-B, 133, 134, 135, 136, 137, 138, 139 Y 139-B,  ZONA I, HUAYCAN, ZONA 06, SUB ZONA 03, DISTRITO DE ATE - LIMA - LIMA;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;5,652,649;3,540;165;;;
437;2221681;LIMA;MEJORAMIENTO DE CALLES CON PAVIMENTO EN EL A.H. JESUS OROPEZA CHONTA, DISTRITO DE PUENTE PIEDRA - LIMA - LIMA;MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;3,740,685;2,254;110;;;
438;2407109;LIMA;CREACION DE LOS SERVICIOS RECREATIVOS EN EL PARQUE DE LA MZ. E LT 7 DEL AA.HH. PORTADA DE MANCHAY III, ZONA 5 QUEBRADA DE MANCHAY - DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE PACHACAMAC;553,539;1,741;17;;;
439;2451088;LIMA;CREACION DEL PARQUE SAN ROQUE EN JOSE GALVEZ, ZONA 6 JOSE GALVEZ,  DISTRITO DE VILLA MARIA DEL TRIUNFO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO;344,485;881;11;;;
440;2392341;LIMA;CREACION DE LA PLAZUELAS EN LA ASOCIACION PRO-VIVIENDA CORONEL PEDRO PORTILLO SILVA DEL  DISTRITO DE HUAURA - PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE HUAURA;267,777;1,350;9;;;
441;2491966;LIMA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) JIRON MADRE SELVA DE LA COOPERATIVA DE VIVIENDAS MUSA, DISTRITO DE LA MOLINA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE LA MOLINA;583,759;290;18;;;
442;2492302;LIMA;"REPARACION DE PISTA; EN EL(LA) AV. NUEVA TOLEDO TRAMO (AV. MALECON LURÍN HASTA LA CA. PINGOYO) PARCELACION CIENEGUILLA I ETAPA DISTRITO DE CIENEGUILLA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE CIENEGUILLA;978,981;6,936;29;;;
443;2492212;LIMA;CONSTRUCCIÓN DE CALZADA, SARDINELES, BERMA, VEREDA Y AREA VERDE EN EL PUEBLO JOVEN URBANIZACION POPULAR EL ERMITAÑO ZONA MEDIA, EJE ZONAL ERMITAÑO, DISTRITO DE INDEPENDENCIA LIMA – LIMA.;MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA;1,344,231;4,120;40;;;
444;2492208;LIMA;"REPARACION DE PISTA Y VEREDA; EN EL(LA) DE PISTAS Y VEREDAS DEL CERCADO DE SURQUILLO EN LA LOCALIDAD SURQUILLO, DISTRITO DE SURQUILLO, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SURQUILLO;754,308;304;23;;;
445;2492075;LIMA;"REPARACION DE VEREDA; EN EL(LA) JIRON LEONCIO PRADO ENTRE LAS CUADRAS 1 Y 10 EN LA LOCALIDAD MAGDALENA DEL MAR, DISTRITO DE MAGDALENA DEL MAR, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR;513,639;300;16;;;
446;2492286;LIMA;"RENOVACION DE PAVIMENTO; EN EL(LA) JR. AYACUCHO EN LA LOCALIDAD CHANCAY, DISTRITO DE CHANCAY, PROVINCIA HUARAL, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE CHANCAY;522,892;104;16;;;
447;2492279;LIMA;"RENOVACION DE PAVIMENTO; EN EL(LA) CA. SAN MARTIN Y PROLONGACION SAN MARTIN EN LA LOCALIDAD CHANCAY, DISTRITO DE CHANCAY, PROVINCIA HUARAL, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE CHANCAY;723,579;115;22;;;
448;2492285;LIMA;CONSTRUCCION DE PISTA EN EL CERCADO DEL DISTRITO DE NUEVO IMPERIAL, PROVINCIA CAÑETE, DEPARTAMENTO LIMA; MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL;560,930;207;17;;;
449;2491981;LIMA;"REPARACION DE CALZADA; EN EL(LA) DE LAS CALLES INTERNAS DEL PUEBLO TRADICIONAL DEL CERCADO DE PACHACAMAC, DISTRITO DE PACHACAMAC, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PACHACAMAC;522,000;844;16;;;
450;2492256;LIMA;"REPARACION DE CALZADA; EN EL(LA) PUEBLO JOVEN VILLA ALEJANDRO I, A.H. PROYECTO INTEGRAL VILLA ALEJANDRO II Y AMPLIACIÓN, Y A.H. PROGRAMA MUNICIPAL DE VIVIENDA VILLA ALEJANDRO III, ZONA E, DISTRITO DE LURIN, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE LURIN;1,408,424;3,088;42;;;
451;2492300;LIMA;RENOVACION DE PISTAS EN EL (LA) AVENIDA FERROCARRIL DE ÑLA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;MUNICIPALIDAD DISTRITAL DE HUAURA;694,822;320;21;;;
452;2492307;LIMA;RENOVACION DE PISTAS EN EL (LA) AVENIDA SAN FRANCISCO  DE LA LOCALIDAD DE HUAURA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA, DEPARTAMENTO LIMA;MUNICIPALIDAD DISTRITAL DE HUAURA;651,154;280;20;;;
453;2492319;LIMA;"RENOVACION DE PAVIMENTO Y VEREDA; REPARACION DE SARDINEL; CONSTRUCCION DE RAMPA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) JR REAL, CERCADO DE MALA, EN LA LOCALIDAD MALA, DISTRITO DE MALA, PROVINCIA CAÑETE, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE MALA;531,483;1,717;17;;;
454;2491706;LIMA;"RENOVACION DE PISTA, SARDINEL, VEREDA Y RAMPA; EN EL(LA) JR. AYACUCHO EN LA LOCALIDAD IMPERIAL, DISTRITO DE IMPERIAL, PROVINCIA CAÑETE, DEPARTAMENTO LIMA";MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE;1,314,611;1,511;39;;;
455;2492455;LIMA;“OPTIMIZACION DE LA VIA DE ACCESO AL CENTRO POBLADO SANTA ROSA DE MACAS, DISTRITO DE SANTA ROSA DE QUIVES - PROVINCIA DE CANTA - DEPARTAMENTO LIMA”.;MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES;523,547;250;16;;;
456;2492242;LIMA;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AVS: BELISARIO SUAREZ (TRAMO I: AV. PEDRO MIOTTA - AV. SAN JUAN Y TRAMO II: AV. CESAR CANEVARO- AV. TOMAS GUZMAN) Y JOSE MARIA SEGUIN (TRAMO AV. GUILLERMO BILLINGHURST- JR. MAXIMILIANO CARRANZA) ,ZONA URBANA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;684,290;480;21;;;
457;2491227;LIMA;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV. SOLIDARIDAD (TRAMO AV. DEFENSORES DE LIMA- AV. 5) Y AV. 5 (TRAMO AV. SOLIDARIDAD-AV. CENTRAL) ,ZONA PAMPLONA ALTA, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;597,441;820;18;;;
458;2491230;LIMA;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV: LOS ALAMOS ,ZONA PANAMERICANA SUR, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;597,505;360;18;;;
459;2491226;LIMA;"REPARACION DE PAVIMENTO; EN EL(LA) CALZADA DE AV LOS CONQUISTADORES (TRAMO AV. PEDRO MIOTTA- AV. S/N) Y AV. S/N (TRAMO AV. ALAMEDA – AV. VICTOR CASTRO IGLESIAS) ,ZONA PAMPAS DE SAN JUAN, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES;639,804;1,280;20;;;
460;2492355;LIMA;"CONSTRUCCION DE VEREDA, RAMPA Y SARDINEL; REPARACION DE PISTA; ADEMAS DE OTROS ACTIVOS EN EL (LA) URBANIZACION POPULAR ASOCIACION DE VIVIENDA SAN FRANCISO DE CAYRAN CALLES 10, 12, 24 Y 26 DEL DISTRITO DE SAN MARTIN DE PORRES, PROVINCIA LIMA, DEPARTAMENTO LIMA.";MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;759,646;160;23;;;
461;2492351;LIMA;" REPARACION  DE PISTA, VEREDA, SARDINEL Y RAMPA; EN EL (LA)AV. AUGUSTO B. LEGUIA Y  CUADRA 1 DE LA AV SAN MARTIN  DEL BARRIO MARGINAL COOPERATIVA POLICIAL DEL DISTRITO DE SAN MARTIN DE PORRES, PROVINCIA LIMA, DEPARTAMENTO LIMA.";MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;1,598,979;221;47;;;
462;2492362;LIMA;"REPARACION DE PISTA Y  CONSTRUCCION DE VEREDA; EN EL(LA) AV. CAMINO REAL TRAMO  AV. SANTO DOMINGO – AV. PRINCIPAL Y AV. “A” TRAMO AV. CAMINO REAL - AV. ""U""  DISTRITO DE CARABAYLLO, PROVINCIA LIMA, DEPARTAMENTO LIMA.";MUNICIPALIDAD DISTRITAL DE CARABAYLLO;1,788,477;555;52;;;
463;2492318;LIMA;"REPARACION DE PISTA EN LA ASOCIACIÓN DE VIVIENDA MILAGROSA CRUZ DE MOTUPE Y  EN LA ASOCIACIÓN DE VIVIENDA LAS ROSAS VIRGEN DEL CARMEN;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;1,206,636;789;36;;;
464;2492316;LIMA;"REPARACION DE PISTA; EN LA URBANIZACIÓN EL TARO;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;582,236;773;18;;;
465;2492310;LIMA;"REPARACION DE PISTA EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA LA MERCED Y EN LA ASOCIACIÓN DE PROPIETARIOS DE VIVIENDA CHAVIN DE HUANTAR I ;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;780,101;797;23;;;
466;2492303;LIMA;"REPARACION DE PISTA EN LA ASOC. DE PROPIETARIOS DE LA URBANIZACIÓN CASUARINAS DEL NORTE,ASOC. DE VIVIENDA LAS BEGONIAS,ASOC. DE PROPIETARIOS TAMBO INGA Y ASOC. DE VIVIENDA LA CASTELLANA DEL NORTE;  DISTRITO DE PUENTE PIEDRA, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA;756,849;699;23;;;
467;2492393;LIMA;REPARACIÓN DE PISTA  EN LA CALLE 05, CALLE 18, CALLE 08, CALLE 17, CALLE 01, CALLE 16 Y CALLE 06 DE LA URBANIZACIÓN SAN JOSÉ, DISTRITO DE ANCÓN - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE ANCON;534,787;299;17;;;
468;2492824;LIMA;"REPARACION DE PISTA; EN EL(LA) AV. HUAROCHIRI (TRAMO: OVALO MONUMENTAL - CALLE ARAGON), ZONA 02, SUB ZONA 03 DEL DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA ";MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;663,240;2,000;20;;;
469;2492836;LIMA;"REPARACION DE PISTA; EN EL(LA) URBANIZACIÓN SAN GREGORIO, ZONA 04, SUB ZONA 02 DEL DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;1,267,446;1,800;38;;;
470;2492832;LIMA;"REPARACION DE PISTA; EN EL(LA) AV. SAN MARTÍN (TRAMO: JR. HUANCHIHUAYLAS - PLAZA CÍVICA DE SANTA CLARA) Y JR. HUANCHIHUAYLAS (TRAMO: CARRETERA CENTRAL - JOSE CARLOS MARIATEGUI) DEL DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA";MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;974,531;1,600;29;;;
471;2492837;LIMA;"REPARACION DE PISTA; EN EL(LA) URBANIZACIÓN SANTA CLARA, ZONA 05, SUB ZONA 01 DEL DISTRITO DE ATE, PROVINCIA LIMA, DEPARTAMENTO LIMA ";MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;763,962;1,000;23;;;
472;2025905;LIMA;CONSTRUCCION DE PISTAS Y VEREDAS EN LA COMUNIDAD AUTOGESTIONARIA DE HUAYCAN  ZONA A - II ETAPA;MUNICIPALIDAD DISTRITAL DE ATE - VITARTE;9,141,876;6,170;266;;;
473;2399565;LIMA;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR  Y PEATONAL  DE LAS CALLES  INTERNAS DE LA ZONA 06 DEL ANEXO 08, DISTRITO DE SAN ANTONIO - PROVINCIA DE HUAROCHIRI - REGIÓN LIMA;MUNICIPALIDAD DISTRITAL DE SAN ANTONIO;27,990,059;3,045;812;;;
474;2410450;LIMA;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR Y PEATONAL  DE LAS CALLES INTERNAS  DE LA URB. MIGUEL GRAU Y LA URB. INGENIERIA 1RA Y 2DA ETAPA DE LA ZONA I,  DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;9,606,733;12,654;254;;;
475;2438844;LIMA;MEJORAMIENTO DE LOS SERVICIOS DE RECREACION Y ESPARCIMIENTO EN EL PARQUE CESAR VALLEJO DE LA URBANIZACION INGENIERIA I ETAPA DEL DISTRITO DE SAN MARTIN DE PORRES - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA;MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES;644,203;1,148;20;;;
476;2331898;LORETO;MEJORAMIENTO E INSTALACION DEL SISTEMA DE ALCANTARILLADO DE AGUAS PLUVIALES EN EL AA.HH. VIRGEN DE LOURDES, DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;4,684,058;3,229;34;;;
477;2310437;LORETO;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE SAN JOSE DE SARAMURO - RIO MARAÑÓN, DISTRITO DE URARINAS - LORETO - LORETO;MUNICIPALIDAD DISTRITAL DE URARINAS;13,977,016.57;2,156;152;;;
478;2235554;LORETO;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y SANEAMIENTO PARA EL CENTRO POBLADO DE ATAHUALPA , DISTRITO DE MANSERICHE - DATEM DEL MARANON - LORETO;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;7,140,357;585;133;;;
479;2431601;LORETO;"""Optimización de la Prestacion del Servicio de Agua Potable (Continuidad y Presión) para los Sectores Críticos en el Área de Influencia del R-1, R-3 y R-11 del Distrito de Belen, Punchana y San Juan- Provincia de Maynas-Dpto. de Loreto” Etapa1";EPS SEDALORETO S.A;10,171,666;29,695;70;;;
480;2465769;LORETO;"""Mantenimiento de reservorio apoyado R-1 en el distrito de Iquitos, provincia de Maynas, región Loreto”";EPS SEDALORETO S.A;450,839;140,112;25;;;
481;2465847;LORETO;"""Mantenimiento de la captación de agua en el distrito de Requena, provincia de Requena, región Loreto” ";EPS SEDALORETO S.A;133,525;11,000;12;;;
482;2455771;LORETO;CREACION DE LA LOSA MULTIUSOS DE LA CALLE AMAZONAS EN LA CIUDAD DE CONTAMANA,  DISTRITO DE CONTAMANA - PROVINCIA DE UCAYALI - DEPARTAMENTO DE LORETO;MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA;724,134;2,019;22;;;
483;2332955;LORETO;AMPLIACION Y MEJORAMIENTO DE LAS PRINCIPALES CALLES DE LA LOCALIDAD DE ULLPAYACU, DISTRITO DE PASTAZA - DATEM DEL MARANON - LORETO;MUNICIPALIDAD DISTRITAL DE PASTAZA;8,983,380;2,829;261;;;
484;2492834;LORETO;"CONSTRUCCION DE PAVIMENTO Y VEREDA; REPARACION DE PAVIMENTO; EN EL(LA) ZONA DEL P.J. 09 DE OCTUBRE II ETAPA, DISTRITO DE IQUITOS, PROVINCIA MAYNAS, DEPARTAMENTO LORETO";MUNICIPALIDAD PROVINCIAL DE MAYNAS;1,857,101;250;55;;;
485;2492839;LORETO;"CONSTRUCCION DE PAVIMENTO Y VEREDA; REPARACION DE VEREDA; EN EL(LA) ZONA DEL A.H. TERRENOS MUNICIPALES, DISTRITO DE IQUITOS, PROVINCIA MAYNAS, DEPARTAMENTO LORETO";MUNICIPALIDAD PROVINCIAL DE MAYNAS;572,553;180;17;;;
486;2491949;LORETO;"REPARACION DE PAVIMENTO Y VEREDA; EN EL(LA) JIRON ABTAO CDRA 2 Y CDRA 3 DISTRITO DE BELEN, PROVINCIA MAYNAS, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE BELEN;753,802;220;23;;;
487;2491889;LORETO;"REPARACION DE PAVIMENTO Y VEREDA; EN EL(LA) PASAJE MIRAFLORES (ENTRE LA AVENIDA PARTICIPACIÓN Y CA. SARAGOZA) DISTRITO DE BELEN, PROVINCIA MAYNAS, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE BELEN;662,596;208;20;;;
488;2493087;LORETO;"CONSTRUCCION DE PAVIMENTO Y VEREDA; REPARACION DE PAVIMENTO; EN EL(LA) CALLE PROGRESO (ENTRE LA CALLE MIRAFLORES/CALLE SAPOSOA) DEL PP.JJ. 09 DE OCTUBRE III ETAPA DISTRITO DE BELEN, PROVINCIA MAYNAS, DEPARTAMENTO LORETO ";MUNICIPALIDAD DISTRITAL DE BELEN;504,404;275;16;;;
489;2491976;LORETO;"REPARACION DE PAVIMENTO; EN EL(LA) JR. PROSPERO (CINCO CUADRAS, ENTRE CA. SANTA ROSA Y JR. 9 DE DICIEMBRE) DISTRITO DE BELEN, PROVINCIA MAYNAS, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE BELEN;667,366;243;20;;;
490;2491859;LORETO;"CONSTRUCCION DE VEREDA; SEÑALES DE TRÁFICO, AREA VERDE Y RAMPA; ADEMAS DE OTROS ACTIVOS EN EL (LA) CALLES DEL BARRIO ALIPIO PONCE EN LA LOCALIDAD DE ULLPAYACU, DISTRITO DE PASTAZA, PROVINCIA DATEM DEL MARAÑON, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE PASTAZA;1,007,954;300;31;;;
491;2492112;LORETO;"CONSTRUCCION DE VEREDA; REPARACION DE VEREDA; EN EL (LA) CALLES SANTA ROSA, WITMAN Y LA PEDRERA PEBAS DISTRITO DE PEBAS, PROVINCIA MARISCAL RAMON CASTILLA, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE PEBAS;705,293;250;22;;;
492;2492233;LORETO;"CONSTRUCCION DE PUENTE PEATONAL; EN EL(LA) CALLE SAN PEDRO Y CALLE SANTA TERESA EN LA LOCALIDAD ISLANDIA, DISTRITO DE YAVARI, PROVINCIA MARISCAL RAMON CASTILLA, DEPARTAMENTO LORETO";MUNICIPALIDAD DISTRITAL DE YAVARI;1,765,398;80;52;;;
493;2453990;LORETO;MEJORAMIENTO DEL ACCESO VIAL AL MERCADO MUNICIPAL (CALLES ADYACENTES) DE TAMSHIYACU DEL DISTRITO DE FERNANDO LORES - PROVINCIA DE MAYNAS - DEPARTAMENTO DE LORETO;MUNICIPALIDAD DISTRITAL DE FERNANDO LORES;7,215,778;1,356;211;;;
494;2431973;MOQUEGUA;CREACION DE LOS SERVICIOS DE DRENAJE PLUVIAL EN LA QUEBRADA PRINCIPAL Y PASAJE NUMERO TRES DE LA LOCALIDAD LA CAPILLA  DISTRITO DE LA CAPILLA - PROVINCIA DE GENERAL SANCHEZ CERRO - DEPARTAMENTO DE MOQUEGUA;MUNICIPALIDAD DISTRITAL DE LA CAPILLA;3,577,020;3,396;29;;;
495;2276837;MOQUEGUA;INSTALACION DE LAS REDES DE AGUA POTABLE, ALCANTARILLADO Y CONEXIONES DOMICILIARIAS DEL PROGRAMA MUNICIPAL DE VIVIENDA PROMUVI I DEL DISTRITO EL ALGARROBAL, PROVINCIA DE ILO, REGION MOQUEGUA;MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL;16,824,488;6,603;60;;;
496;2445303;MOQUEGUA;"ADQUISICION DE MICROMEDIDORES; EN EL(LA) EPS ILO SA EN LA LOCALIDAD ILO, DISTRITO DE ILO, PROVINCIA ILO, DEPARTAMENTO MOQUEGUA";EPS ILO S.A.;2,434,319;55,968;60;;;
497;2234707;MOQUEGUA;"”ADQUISICION DE DETECTOR DE FUGA DE TUBOS DE AGUA, MINICARGADOR Y INSTRUMENTOS GEOFISICOS ELECTROGRAMAGNETICOS; EN EL (LA) LOS SISTEMAS DE REDES DE DISTRIBUCION Y CONEXIONES DOMICILIARIAS DE AGUA POTABLE, PARA DETECCION Y REPARACION DE PERDIDAS POR FUGAS NO VISIBLES EN LA EPS MOQUEGUA S.A. EN EL DISTRITO DE MOQUEGUA, PROVINCIA MARISCAL NIETO, DEPARTAMENTO MOQUEGUA”";EPS MOQUEGUA;1,008,219;92,000;18;;;
498;2424625;MOQUEGUA;"CONSTRUCCIÓN DE REGULADORES DE PRESIÓN; EN EL(LA) LOS SISTEMAS DE DISTRIBUCIÓN DE AGUA POTABLE MEDIANTE LA CONSTRUCCIÓN Y EQUIPAMIENTO DE CÁMARAS REGULADORAS DE PRESIÓN EN EL CENTRO POBLADO DE SAN ANTONIO, DEL DISTRITO DE MOQUEGUA, PROVINCIA MARISCAL NIETO, DEPARTAMENTO MOQUEGUA";EPS MOQUEGUA;689,441;14,448;22;;;
499;2486840;MOQUEGUA;"REPARACION DE SUPERFICIE DE RODADURA; EN EL(LA) AVENIDA JOSE F. MALDONADO  DISTRITO DE ILO, PROVINCIA ILO, DEPARTAMENTO MOQUEGUA";MUNICIPALIDAD PROVINCIAL DE ILO;1,140,669;761;34;;;
500;2200398;PASCO;INSTALACION DEL SERVICIO DE AGUA POTABLE Y DISPOSICION SANITARIA DE EXCRETAS EN EL CENTRO POBLADO SANTO DOMINGO DE KOKARI , DISTRITO DE PUERTO BERMUDEZ - OXAPAMPA - PASCO;PROGRAMA NACIONAL DE SANEAMIENTO RURAL;1,514,633.38;256;30;;;
501;2177572;PASCO;INSTALACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA LOCALIDAD DE PUERTO AMISTAD, DISTRITO DE CONSTITUCION - OXAPAMPA - PASCO;MUNICIPALIDAD DISTRITAL DE CONSTITUCION;2,445,115.02;218;71;;;
502;2452191;PASCO;CREACION DEL SERVICIO DE PLAZOLETA Y ÁREAS VERDES DE HUANCABAMBA DEL  DISTRITO DE HUANCABAMBA - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO;MUNICIPALIDAD DISTRITAL DE HUANCABAMBA;503,142;735;16;;;
503;2455422;PASCO;CREACION DE  LOSA MULTIUSO  EN EL JR. UCAYALI DEL AA.HH. VÍCTOR RAUL HAYA DE LA TORRE,  DISTRITO DE YANACANCHA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO;MUNICIPALIDAD DISTRITAL DE YANACANCHA;528,377;11,241;17;;;
504;2491833;PASCO;"CONSTRUCCION DE CUNETA; REMODELACION DE AREA VERDE Y SARDINEL; ADQUISICION DE SEÑALES DE TRÁFICO; EN EL(LA) ASOCIACIÓN DE VIVIENDA 6 DE JUNIO, DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO";MUNICIPALIDAD PROVINCIAL DE OXAPAMPA;549,471;486;17;;;
505;2491829;PASCO;"RENOVACION DE PISTA Y CUNETA; EN EL(LA) JIRÓN MULLEMBRUCK (TRAMO: I.E. INTEGRADA N° 35005 REVERENDO PADRE BARDO BAYERLE), DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO";MUNICIPALIDAD PROVINCIAL DE OXAPAMPA;564,133;215;17;;;
506;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO CORRALPAMPA DE ROSAS UP 083;PNSU;1,978,990;152;100;;;
507;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO PROGRESO DE CHIGNIA UP 07;PNSU;2,015,504;185;101;;;
508;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO TUPAC AMARU UP 056;PNSU;1,590,979;113;58;;;
509;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO RODEOPAMPA Y ANEXO TALAL UP N° 47;PNSU;2,436,527;230;146;;;
510;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO SAN JUAN DE PALOMATAZ UP N° 44;PNSU;1,673,001;150;70;;;
511;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL ANEXO CHAMANA ALTO UP N° 89B;PNSU;823,224;63;30;;;
512;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL ANEXO CRUZ PAMPA DEL CASERIO SUCCHURAN UP N° 49A;PNSU;2,055,963;170;116;;;
513;2193247;PIURA;INSTALACION, MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DEL CASERIO CAÑAS UP N° 88;PNSU;1,212,627;100;118;;;
